"No.","station_id","C_conc_0.30cm","C_conc_30.100cm","Bulk_density_0.30cm","Bulk_density_30.100cm","C_stock.tons.ha._0.30cm","C_stock.tons.ha._30.100cm","Texture_0.30cm_.Sand","Texture_0.30cm_.Clay","Texture_0.30cm_.Silt","Textural.class_0.30cm","Texture_30.100cm_.Sand","Texture_30.100cm_.Clay","Texture_30.100cm_.Silt","Textural.class_30.100cm","Lon","Lat","MAT","MAP","Fire_frequency"
1,"id_446",3.56,0.36,1,1.79,108.76,19.34,73.2,6.4,20.4,"SANDY LOAM",74.8,4.4,20.8,"LOAMY SAND",24.9769505,-16.4150655,21.508333047231,743,1
2,"id_448",0.56,0.08,1.6,1.48,26.64,3.56,83.2,4.4,12.4,"LOAMY SAND",60.8,8.4,30.8,"SANDY LOAM",24.9993258,-16.5389696,21.6749998728434,733,3
3,"id_457",1.48,0.88,1.5,1.72,66.9,45.3,89.2,2.4,8.4,"SAND",72.8,2.4,24.8,"LOAMY SAND",24.9736375,-16.5355794,21.5833331743876,739,2
4,"id_459",0.24,1,1.5,1.36,10.59,40.85,77.2,4.4,18.4,"LOAMY SAND",70.8,2.4,26.8,"SANDY LOAM",24.9683339,-16.4894381,21.6416665712992,740,1
5,"id_462",0.48,0.68,1.6,1.89,23.65,38.6,95.2,0.4,4.4,"SAND",78.8,2.4,18.8,"LOAMY SAND",24.9375687,-16.6143309,21.4499999682109,737,4
6,"id_463",0.72,0.8,1.8,1.92,39.45,46.01,97.2,2.4,0.4,"SAND",78.8,2.4,18.8,"LOAMY SAND",24.9315972,-16.6166935,21.4916667938232,734,1
7,"id_467",0.48,0.16,1.6,1.63,23.16,7.85,90,5,5,"SAND",92,4,4,"SAND",24.961849,-16.4655244,21.6000000635783,741,0
8,"id_480",0.36,0.56,1.7,1.71,18.47,28.72,69.2,8.4,22.4,"SANDY LOAM",60.8,8.4,30.8,"SANDY LOAM",25.1542443,-16.7336594,22.0916670163472,713,0
9,"id_484",0.44,0.28,1.7,1.65,22.36,13.89,87.2,6.4,6.4,"LOAMY SAND",70.8,2.4,26.8,"SANDY LOAM",25.1192446,-16.742133,21.9416666030884,712,0
10,"id_486",0.44,0.16,1.7,1.9,22.48,9.11,95.2,4.4,0.4,"SAND",76.8,2.4,20.8,"LOAMY SAND",25.0727284,-16.7366327,21.9666666984558,719,6
11,"id_493",0.52,0.12,1.5,1.75,23.31,6.31,87.2,8.4,4.4,"LOAMY SAND",74.8,0.4,24.8,"LOAMY SAND",25.0524739,-16.7723278,22.1833333969116,701,0
12,"id_496",2.2,1.92,1.2,1.43,76.57,82.47,67.2,16.4,16.4,"SANDY LOAM",48.8,14.4,36.8,"LOAM",25.0519544,-16.7585998,22.1666668256124,702,0
13,"id_508",0.6,0.44,1.6,1.7,29.29,22.44,89.2,0.4,10.4,"SAND",74.8,0.4,24.8,"LOAMY SAND",25.1257767,-16.7298655,21.8999999364217,718,2
14,"id_475",0.44,0.24,1.6,1.61,21.77,11.57,89.2,2.4,8.4,"SAND",74.8,4.4,20.8,"LOAMY SAND",25.0695443,-16.8087698,22.1500002543132,705,1
15,"id_479",0.4,0.32,1.6,1.56,19.58,14.93,95.2,4.4,0.4,"SAND",74.8,6.4,18.8,"SANDY LOAM",25.0551511,-16.832157,22.1916667620341,703,7
16,"id_522",0.52,0.16,1.6,1.59,24.41,7.63,88.4,2,9.6,"SAND",81.6,2,16.4,"LOAMY SAND",25.1044554,-16.8611127,22.2583332061768,698,0
17,"id_288",0.56,0.48,1.6,1.57,26.69,22.61,88.4,2,9.6,"SAND",79.6,4,16.4,"LOAMY SAND",25.1043432,-16.9664026,22.3666667938232,689,6
18,"id_294",0.76,0.56,1.5,1.34,34.43,22.45,84.4,8,7.6,"LOAMY SAND",71.6,10,18.4,"SANDY LOAM",25.09607,-16.967339,22.3750001589457,687,5
19,"id_328",0.48,0.48,1.5,1.57,21.76,22.59,88.4,4,7.6,"SAND",81.6,2,16.4,"LOAMY SAND",25.1165798,-16.9591026,22.3583334287008,691,6
20,"id_332",0.68,0.52,1.3,1.47,26.91,22.9,88.4,0,11.6,"SAND",69.6,6,24.4,"SANDY LOAM",25.0860127,-16.905337,22.266666730245,695,5
21,"id_473",3.28,1.24,1.2,1.5,117.34,55.85,54.4,28,17.6,"SANDY CLAY LOAM",35.6,36,28.4,"CLAY LOAM",25.1442262,-16.9334782,22.3333333333333,691,0
22,"id_483",3.44,1.84,1.1,1.3,109.3,71.84,34.4,42,23.6,"CLAY",23.6,44,32.4,"CLAY",25.1518603,-16.9476882,22.3916665712992,690,0
23,"id_501",0.56,0.48,1.6,1.17,26.09,16.89,44.4,10,45.6,"LOAM",57.6,12,30.4,"SANDY LOAM",25.1449412,-16.9310766,22.3249999682109,690,0
24,"id_519",0.76,0.4,1.4,1.45,33.03,17.45,90.4,4,5.6,"SAND",69.6,4,26.4,"SANDY LOAM",25.0815629,-16.8867051,22.2583333651225,699,9
25,"id_527",0.32,0.4,1.7,1.71,16.05,20.53,92.4,4,3.6,"SAND",83.6,2,14.4,"LOAMY SAND",25.0869017,-16.8641524,22.3083332379659,699,4
26,"id_336",1.92,1.32,1.2,1.89,66.83,74.96,24.4,46,29.6,"CLAY",15.6,46,38.4,"CLAY",25.1172785,-16.8524791,22.2083331743876,698,0
27,"id_472",0.2,0.28,1.6,1.53,9.46,12.85,92.4,2,5.6,"SAND",81.6,2,16.4,"LOAMY SAND",25.189854,-16.7980481,22.2083333333333,710,2
28,"id_474",0.44,0.8,1.6,1.8,20.71,43.28,84.4,10,5.6,"LOAMY SAND",73.6,10,16.4,"SANDY LOAM",25.2062609,-16.9200755,22.3249999682109,696,4
29,"id_478",0.32,0.48,1.6,1.72,15.43,24.7,92.4,2,5.6,"SAND",83.6,2,14.4,"LOAMY SAND",25.1666465,-16.7600683,22.0833336512248,710,2
30,"id_485",0.24,0.4,1.8,1.76,12.71,21.07,80.4,6,13.6,"LOAMY SAND",69.6,8,22.4,"SANDY LOAM",25.1336292,-16.815316,22.1500000953674,706,1
31,"id_488",0.32,0.32,1.6,1.07,15.18,10.3,90.4,4,5.6,"SAND",81.6,4,14.4,"LOAMY SAND",25.2002857,-16.9285105,22.3166666030884,697,0
32,"id_492",2.28,1.68,1.3,1.98,89.63,99.72,28.4,56,15.6,"CLAY",23.6,54,22.4,"CLAY",25.1625317,-16.9204345,22.2999998728434,693,0
33,"id_498",0.24,0.36,1.4,1.86,10.38,20.14,90.8,4,5.2,"SAND",79.2,4,16.8,"LOAMY SAND",25.1904002,-16.9118793,22.2583333651225,697,2
34,"id_511",0.44,0.04,1.8,1.68,24.01,2.02,88.8,6,5.2,"SAND",77.2,4,18.8,"LOAMY SAND",25.1435476,-16.8909094,22.2249999046326,695,0
35,"id_523",0.88,0.44,1.5,1.67,39.85,22.08,90.8,2,7.2,"SAND",81.2,4,14.8,"LOAMY SAND",25.1501648,-16.8775116,22.149999777476,700,5
36,"id_524",1.4,1.4,1.3,1.33,53.83,55.76,44.8,30,25.2,"CLAY LOAM",31.2,36,32.8,"CLAY LOAM",25.1507439,-16.7950389,22.1666668256124,715,0
37,"id_115",0.36,0.28,1.5,1.74,16.34,14.58,92.8,2,5.2,"SAND",83.2,2,14.8,"LOAMY SAND",24.4454076,-16.5319749,21.7666668891907,734,1
38,"id_139",0.96,0.2,1.6,1.81,45.61,10.87,90.8,4,5.2,"SAND",87.2,0,12.8,"SAND",24.5575603,-16.4608937,21.8750001589457,726,2
39,"id_445",0.4,0.12,1.9,1.91,22.27,6.86,90.8,4,5.2,"SAND",83.2,2,14.8,"LOAMY SAND",24.8103219,-16.4804304,21.5,744,0
40,"id_454",0.48,0.4,1.9,2.01,27.79,24.08,90.8,2,7.2,"SAND",81.2,4,14.8,"LOAMY SAND",24.8615153,-16.485102,21.4250000317891,745,0
41,"id_464",0.72,0.08,1.9,1.98,40.55,4.76,88.8,4,7.2,"SAND",81.2,4,14.8,"LOAMY SAND",24.8438132,-16.4626635,21.4583334922791,745,5
42,"id_531",0.08,0.04,1.2,1.78,2.93,2.13,92.8,2,5.2,"SAND",83.2,2,14.8,"LOAMY SAND",24.9360468,-17.3613157,23.2416667938232,641,0
43,"id_533",0.08,0.16,1.5,1.78,3.69,8.54,92.8,4,3.2,"SAND",83.2,4,12.8,"LOAMY SAND",24.5647538,-16.6294302,21.7416667938232,725,5
44,"id_534",0.28,0.08,1.6,1.93,13.63,4.64,94.8,4,1.2,"SAND",83.2,4,12.8,"LOAMY SAND",24.5760528,-16.5714957,21.7500001589457,730,6
45,"id_536",0.32,0.16,1.8,1.96,16.85,9.42,92.8,2,5.2,"SAND",81.2,6,12.8,"LOAMY SAND",24.6712018,-16.4151207,21.508333047231,748,4
46,"id_537",0.16,0.16,1.4,1.78,6.77,8.56,92.2,6.8,1,"SAND",85.8,8.8,5.4,"LOAMY SAND",24.6534773,-16.5393648,21.7166666984558,733,2
47,"id_539",0.2,0.12,1.6,1.98,9.75,7.12,88.2,8.8,3,"LOAMY SAND",85.8,6.8,7.4,"LOAMY SAND",24.6184749,-16.5379137,21.6499999364217,738,1
48,"id_540",0.28,0.36,1.7,1.95,14.57,21.02,86.2,10.8,3,"LOAMY SAND",81.8,8.8,9.4,"LOAMY SAND",24.7586186,-16.525928,21.6583333015442,735,2
49,"id_545",1.04,0.32,1.7,1.95,54.2,18.69,84.2,6.8,9,"LOAMY SAND",79.8,8.8,11.4,"LOAMY SAND",24.7371614,-16.4952846,21.5916663805644,743,4
50,"id_547",0.32,0.04,1.6,1.81,15.82,2.17,90.2,6.8,3,"SAND",85.8,6.8,7.4,"LOAMY SAND",24.6018936,-16.6200259,21.7500001589457,726,0
51,"id_550",0.4,0.32,1.8,1.44,21.13,13.86,84.2,8.8,7,"LOAMY SAND",81.8,8.8,9.4,"LOAMY SAND",24.5808295,-16.5473656,21.7416667938232,734,5
52,"id_552",0.36,0.12,1.9,2,20.92,7.2,92.2,6.8,1,"SAND",85.8,8.8,5.4,"LOAMY SAND",24.7575613,-16.4613463,21.5833331743876,743,4
53,"id_554",0.2,0.16,1.5,1.71,8.81,8.21,90.2,6.8,3,"SAND",89.8,6.8,3.4,"SAND",24.5775249,-16.5585789,21.7416667938232,730,6
54,"id_556",0.36,0.16,1.4,1.7,15.59,8.17,96.2,2.8,1,"SAND",89.8,4.8,5.4,"SAND",24.5765098,-16.5091658,21.9250001907349,725,0
55,"id_559",2.56,0.12,1.6,1.9,121.75,6.85,88.2,6.8,5,"LOAMY SAND",85.8,6.8,7.4,"LOAMY SAND",24.7683528,-16.5257593,21.5999997456868,736,3
56,"id_561",7.2,0.52,1.1,1.89,228.19,29.48,88.2,8.8,3,"LOAMY SAND",89.8,6.8,3.4,"SAND",24.7350389,-16.4820372,21.7000001271566,735,0
57,"id_562",1.2,0.28,1.4,2.1,50.81,17.67,92.2,6.8,1,"SAND",87.8,8.8,3.4,"LOAMY SAND",24.7029754,-16.4958,21.7416667938232,731,1
58,"id_564",0.76,0.32,1.9,1.93,43.93,18.57,90.2,8.8,1,"SAND",87.8,6.8,5.4,"LOAMY SAND",24.7776333,-16.467395,21.6166664759318,742,0
59,"id_565",0.92,0.16,1.6,1.58,43.15,7.57,86.2,12.8,1,"LOAMY SAND",89.8,8.8,1.4,"SAND",24.7746333,-16.437905,21.6249998410543,744,1
60,"id_566",0.44,0.36,1.7,1.7,21.95,18.31,92.2,6.8,1,"SAND",87.8,10.8,1.4,"LOAMY SAND",24.5509852,-16.6137512,21.7333334287008,726,5
61,"id_567",0.44,0.28,1.5,1.74,19.66,14.59,94.2,4.8,1,"SAND",91.8,6.8,1.4,"SAND",24.6103401,-16.517099,21.7500001589457,731,1
62,"id_568",0.32,0.24,1.6,1.99,15.38,14.35,91.2,0.8,8,"SAND",86.8,2.8,10.4,"SAND",24.5572617,-16.5385021,21.7583335240682,733,3
63,"id_571",0.16,0.12,1.3,1.79,6.4,6.44,91.2,2.8,6,"SAND",88.8,2.8,8.4,"SAND",24.6354007,-16.5553838,21.6999999682109,734,1
64,"id_577",0.36,1.52,1.2,1.78,13.22,81.21,91.2,4.8,4,"SAND",86.8,3.8,9.4,"LOAMY SAND",24.5613487,-16.5921832,21.8250001271566,724,0
65,"id_578",0.32,0.16,1.6,1.7,15.57,8.14,89.2,4.8,6,"SAND",86.8,4.8,8.4,"LOAMY SAND",24.5630933,-16.4541733,21.8750001589457,727,2
66,"id_580",0.36,0.04,1.9,1.91,20.72,2.29,89.2,2.8,8,"SAND",88.8,2.8,8.4,"SAND",24.8464483,-16.488915,21.475000222524,744,1
67,"id_581",0.28,0.28,1.7,1.72,14.42,14.43,91.2,2.8,6,"SAND",86.8,2.8,10.4,"SAND",24.537172,-16.5990911,21.8249999682109,725,4
68,"id_583",0.32,0.2,1.8,1.91,16.99,11.49,89.2,4.8,6,"SAND",86.8,2.8,10.4,"SAND",24.7842567,-16.4490833,21.5416663487752,746,5
69,"id_584",0.28,0.28,1.5,1.74,12.95,14.57,91.2,2.8,6,"SAND",88.8,2.8,8.4,"SAND",24.6855368,-16.5118876,21.7666668891907,729,2
70,"id_587",0.04,0.32,1.6,1.77,1.98,16.96,93.2,2.8,4,"SAND",88.8,1.8,9.4,"SAND",24.5430583,-16.6289983,21.7500001589457,724,2
71,"id_595",0.48,1.76,1.4,1.82,19.91,96.23,85.2,2.8,12,"LOAMY SAND",88.8,1.8,9.4,"SAND",24.5169376,-16.5097256,21.9333333969116,725,1
72,"id_605",0.36,0.24,1.5,1.87,16.17,13.49,89.2,2.8,8,"SAND",86.8,4.8,8.4,"LOAMY SAND",24.5103252,-16.5171062,21.9333333969116,722,1
73,"id_616",0.84,0.56,1.6,1.83,39.27,30.8,89.2,5.2,5.6,"SAND",82.8,5.2,12,"LOAMY SAND",24.6239326,-16.6302037,21.9083331425985,719,0
74,"id_619",0.32,0.12,1.6,1.74,14.99,6.26,93.2,3.2,3.6,"SAND",80.8,5.2,14,"LOAMY SAND",24.5247307,-16.5885677,21.9250000317891,719,2
75,"id_625",0.32,0.16,1.8,1.79,16.95,8.59,93.2,3.2,3.6,"SAND",82.8,1.2,16,"LOAMY SAND",24.6225596,-16.6131466,21.9249998728434,720,0
76,"id_626",0.56,0.12,1.6,1.56,26.15,5.63,93.2,3.2,3.6,"SAND",82.8,3.2,14,"LOAMY SAND",24.5446817,-16.5166067,21.7916666666667,733,1
77,"id_631",0.28,0.28,1.6,1.74,13.81,14.64,95.2,1.2,3.6,"SAND",86.8,1.2,12,"SAND",24.5424163,-16.4897259,22.0249999364217,720,3
78,"id_635",0.2,0.04,1.8,1.6,10.76,1.92,95.2,1.2,3.6,"SAND",82.8,1.2,16,"LOAMY SAND",24.6091928,-16.6309544,21.8583334287008,720,1
79,"id_643",0.28,0.32,1.7,1.74,13.96,16.7,95.2,1.2,3.6,"SAND",84.8,1.2,14,"LOAMY SAND",24.5220795,-16.482951,21.7833334604899,732,0
80,"id_269",0.48,0.28,1.8,1.74,26.06,14.61,87.2,3.2,9.6,"SAND",76.8,3.2,20,"LOAMY SAND",24.9118981,-17.0032212,22.2833329836528,683,0
81,"id_296",0.24,0.12,1.8,1.78,12.99,6.4,95.2,1.2,3.6,"SAND",82.8,1.2,16,"LOAMY SAND",24.9176008,-16.9662894,22.1916666030884,686,1
82,"id_319",0.24,0.12,1.9,1.96,13.63,7.04,93.2,1.2,5.6,"SAND",80.8,1.2,18,"LOAMY SAND",24.9063289,-16.9853378,22.233333269755,687,0
83,"id_323",0.4,0.4,1.8,1.7,21.47,20.41,91.2,2.2,6.6,"SAND",80.8,3.2,16,"LOAMY SAND",24.9596146,-16.9613454,22.3249999682109,689,1
84,"id_331",0.84,0.52,1.5,1.61,38.62,25.06,91.2,3.2,5.6,"SAND",80.8,5.2,14,"LOAMY SAND",24.9862823,-17.0041779,22.3749998410543,684,3
85,"id_469",0.48,0.32,1.7,1.74,24.86,16.69,93.2,3.2,3.6,"SAND",82.8,3.2,14,"LOAMY SAND",24.9804449,-16.9389401,22.2999998728434,692,6
86,"id_499",0.48,0.24,1.6,1.54,22.47,11.1,86.8,10.8,2.4,"LOAMY SAND",82.8,16.8,0.4,"SANDY LOAM",25.0197673,-16.8961841,22.2833331425985,696,1
87,"id_503",0.6,0.36,1.7,1.78,30.35,19.23,91.2,3.2,5.6,"SAND",80.8,3.2,16,"LOAMY SAND",24.9884666,-16.9305135,22.2999998728434,694,8
88,"id_512",0.56,0.28,1.6,1.75,26.73,14.7,90.4,8,1.6,"SAND",69.6,12,18.4,"SANDY LOAM",25.0289847,-16.90159,22.2999998728434,697,1
89,"id_517",0.36,0.16,1.9,1.59,20.04,7.64,96.4,2,1.6,"SAND",75.6,4,20.4,"LOAMY SAND",24.9458621,-16.9659047,22.2916665077209,685,3
90,"id_518",0.64,0.36,1.9,1.64,35.7,17.69,88.4,6,5.6,"SAND",69.6,6,24.4,"SANDY LOAM",25.0093078,-16.9095312,22.2999998728434,695,1
91,"id_520",0.44,0.72,1.9,1.61,24.48,34.85,90.4,8,1.6,"SAND",63.6,16,20.4,"SANDY LOAM",25.0182024,-16.9049057,22.2999998728434,696,1
92,"id_287",0.44,0.28,1.7,2.15,22.18,18.08,94.4,5,0.6,"SAND",73.6,6,20.4,"SANDY LOAM",24.8861693,-17.0171442,22.2999997138977,679,0
93,"id_470",2.2,0.56,1,1.72,69.28,28.94,84.4,8,7.6,"LOAMY SAND",71.6,8,20.4,"SANDY LOAM",24.9071856,-16.8081069,21.9083333015442,709,4
94,"id_487",0.64,0.12,1.5,1.81,27.97,6.52,94.4,4,1.6,"SAND",75.6,2,22.4,"LOAMY SAND",24.9020509,-16.867186,22.016666730245,701,7
95,"id_489",1.64,0.4,1.7,1.71,84.59,20.47,90.4,8,1.6,"SAND",73.6,7,19.4,"SANDY LOAM",24.884929,-16.8513587,21.9833334287008,702,1
96,"id_497",0.88,0.24,1.6,1.92,42.45,13.8,90.4,8,1.6,"SAND",73.6,6,20.4,"SANDY LOAM",24.9024168,-16.8716372,22.016666730245,701,6
97,"id_502",0.08,0.28,1.6,1.79,3.76,15.06,94.4,4,1.6,"SAND",73.6,8,18.4,"SANDY LOAM",24.8891516,-16.8948474,22.1166667938232,696,5
98,"id_514",0.32,0.24,1.8,1.95,17.14,14.06,96.4,2,1.6,"SAND",73.6,5,21.4,"SANDY LOAM",24.9041201,-16.8992831,22.0500001907349,700,7
99,"id_449",1.36,0.92,1.2,1.81,47.89,49.95,84.4,8,7.6,"LOAMY SAND",69.6,6,24.4,"SANDY LOAM",24.9902888,-16.3786844,21.4083333015442,747,2
100,"id_456",1.64,0.8,1,1.87,51.38,44.88,86.4,5,8.6,"LOAMY SAND",73.6,3,23.4,"LOAMY SAND",24.9790209,-16.4029912,21.4749999046326,744,0
101,"id_460",1.4,0.32,1.7,1.86,69.71,17.83,85.6,4.8,9.6,"LOAMY SAND",68.4,3.8,27.8,"SANDY LOAM",24.997514,-16.3414224,NA,NA,0
102,"id_461",3.4,0.36,1.4,1.88,142.46,20.26,89.6,3.8,6.6,"SAND",80.4,0.8,18.8,"LOAMY SAND",24.9931101,-16.3661445,21.4166666666667,748,0
103,"id_450",0.72,0.28,1.7,1.79,35.86,15.03,95.6,1.8,2.6,"SAND",78.4,4.8,16.8,"LOAMY SAND",24.9624265,-16.6199131,21.4583333333333,738,0
104,"id_471",1.48,0.84,0.9,1.47,42.09,36.92,31.6,58.8,9.6,"CLAY",8.4,64.8,26.8,"CLAY",25.0754136,-16.6774335,22.0583335558573,711,1
105,"id_513",0.48,0.36,1.9,1.81,26.79,19.6,93.6,3.8,2.6,"SAND",78.4,5.8,15.8,"LOAMY SAND",25.0143335,-16.6627694,21.8833332061768,722,3
106,"id_521",0.32,0.28,1.5,1.74,14.28,14.6,89.6,4.8,5.6,"SAND",78.4,6.8,14.8,"LOAMY SAND",24.9636343,-16.753606,21.9166665077209,716,3
107,"id_530",0.32,0.2,1.6,1.79,15.77,10.71,95.6,3.8,0.6,"SAND",78.4,5.8,15.8,"LOAMY SAND",24.9103607,-16.6494512,21.516666730245,734,0
108,"id_560",0.36,0.16,1.7,1.76,18.07,8.46,95.6,3.8,0.6,"SAND",82.4,2.8,14.8,"LOAMY SAND",24.8230621,-16.639131,21.6499999364217,732,0
109,"id_563",0.48,0.32,1.7,1.89,23.87,18.16,93.6,4.8,1.6,"SAND",80.4,4.8,14.8,"LOAMY SAND",24.8119157,-16.6717726,21.6666666666667,729,2
110,"id_594",1.24,0.36,0.9,1.55,33.75,16.74,75.6,8.8,15.6,"SANDY LOAM",78.4,3.8,17.8,"LOAMY SAND",24.8193277,-16.6890227,21.75,725,0
111,"id_609",0.92,0.08,1.1,1.88,29.89,4.51,91.6,4.8,3.6,"SAND",84.4,2.8,12.8,"LOAMY SAND",24.7904254,-16.6924369,21.766666730245,723,0
112,"id_628",0.36,0.4,1.7,1.87,18.2,22.47,93.6,4.8,1.6,"SAND",78.4,6.8,14.8,"LOAMY SAND",24.7543966,-16.7043768,21.7500001589457,722,7
113,"id_476",0.08,0.04,1.6,1.54,3.75,1.85,93.6,3.8,2.6,"SAND",80.4,4.8,14.8,"LOAMY SAND",25.0216494,-16.7887338,22.0916666984558,706,3
114,"id_495",0.2,0.12,1.7,1.62,10.36,5.82,95.6,2.8,1.6,"SAND",78.4,5.8,15.8,"LOAMY SAND",24.9795106,-16.7387023,21.9166665077209,716,0
115,"id_505",0.68,0.12,1.8,1.64,36.48,5.89,93.6,4.8,1.6,"SAND",78.4,5.8,15.8,"LOAMY SAND",25.0214503,-16.7923414,22.0916666984558,705,3
116,"id_510",0.4,0.16,1.6,1.64,19.77,7.86,93.6,5.8,0.6,"SAND",78.4,6.8,14.8,"LOAMY SAND",24.9938144,-16.8019219,22.0333333015442,707,2
117,"id_516",0.88,0.52,1.5,1.7,40.14,26.56,87.6,4.8,7.6,"SAND",78.4,4.8,16.8,"LOAMY SAND",24.9772862,-16.7656338,22.0500000317891,710,1
118,"id_525",0.72,0.4,1.5,1.59,33.36,19.1,85.6,5.8,8.6,"LOAMY SAND",78.4,3.8,17.8,"LOAMY SAND",25.0488733,-16.7806931,22.2000001271566,702,0
119,"id_452",0.48,0.2,1.3,1.71,19.18,10.24,89.6,4.8,5.6,"SAND",80.4,6.8,12.8,"LOAMY SAND",24.928084,-16.5599499,21.4166668256124,742,3
120,"id_453",0.44,0.36,1.4,1.74,18.52,18.78,95.6,2.8,1.6,"SAND",82.4,4.8,12.8,"LOAMY SAND",24.8944508,-16.5037887,21.3916665712992,746,0
121,"id_455",0.36,0.28,1.4,1.77,15.31,14.84,95.6,2.8,1.6,"SAND",80.4,4.8,14.8,"LOAMY SAND",24.9143048,-16.5496712,21.375,742,2
122,"id_466",0.16,0.08,1.7,1.76,8.03,4.23,95.6,3.8,0.6,"SAND",78.4,4.8,16.8,"LOAMY SAND",24.9166751,-16.5536679,21.391666730245,743,3
123,"id_541",0.6,0.88,1.8,2,32.14,52.79,95.6,2.8,1.6,"SAND",80.4,2.8,16.8,"LOAMY SAND",24.7616324,-16.6167358,21.6666666666667,732,0
124,"id_543",0.52,0.32,1.7,1.71,26.16,16.43,89.6,4.8,5.6,"SAND",78.4,4.8,16.8,"LOAMY SAND",24.7253266,-16.5527123,21.6249998410543,736,2
125,"id_544",0.48,0.12,1.4,1.92,20.69,6.9,97.4,0.8,1.8,"SAND",74.6,0.8,24.6,"LOAMY SAND",24.8014253,-16.5874705,21.6083331108093,738,1
126,"id_548",0.44,0.36,1.8,1.85,23.92,20,97.4,0.8,1.8,"SAND",74.6,0.8,24.6,"LOAMY SAND",24.6821051,-16.6408454,21.8416666984558,719,0
