"No.","station_id","C_conc_0.30cm","C_conc_30.100cm","Bulk_density_0.30cm","Bulk_density_30.100cm","C_stock.tons.ha._0.30cm","C_stock.tons.ha._30.100cm","Texture_0.30cm_.Sand","Texture_0.30cm_.Clay","Texture_0.30cm_.Silt","Textural.class_0.30cm","Texture_30.100cm_.Sand","Texture_30.100cm_.Clay","Texture_30.100cm_.Silt","Textural.class_30.100cm","Lon","Lat","MAT","MAP","Fire_frequency"
127,"id_553",0.4,0.64,1.8,1.82,21.55,34.89,97.4,0.8,1.8,"SAND",72.6,0.8,26.6,"LOAMY SAND",24.7613285,-16.6199354,21.6666666666667,732,1
128,"id_555",0.48,0.48,1.9,1.84,27.7,26.46,97.4,0.8,1.8,"SAND",76.6,0.8,22.6,"LOAMY SAND",24.7148739,-16.6116756,21.8333333333333,723,0
129,"id_572",1.32,0.48,1.1,1.85,41.8,26.58,87,4.2,8.8,"LOAMY SAND",83,3.2,13.8,"LOAMY SAND",24.7486078,-16.5739328,21.7416667938232,729,0
130,"id_573",2.2,1.56,0.8,1.38,55.75,64.51,93.4,0.8,5.8,"SAND",70.6,2.8,26.6,"SANDY LOAM",24.692398,-16.6330083,21.9000000953674,720,1
131,"id_576",0.64,0.68,1.6,1.72,31.16,35.18,95.4,0.8,3.8,"SAND",70.6,0.8,28.6,"SANDY LOAM",24.7593047,-16.636467,21.6750000317891,732,1
132,"id_579",0.2,0.16,1.7,1.76,10.35,8.43,97.4,0.8,1.8,"SAND",74.6,0.8,24.6,"LOAMY SAND",24.8886431,-16.5462158,21.4333333969116,740,0
133,"id_582",0.36,0.24,1.5,1.7,16.6,12.23,97.4,0.8,1.8,"SAND",72.6,0.8,26.6,"LOAMY SAND",24.7144453,-16.5568195,21.6583333015442,734,1
134,"id_610",0.4,0.36,1.6,1.92,19.61,20.77,98.2,0.4,1.4,"SAND",75.8,4.4,19.8,"LOAMY SAND",24.6439431,-16.7393766,22.0083332061768,710,1
135,"id_638",0.6,0.32,1.7,1.76,30.3,16.92,97.4,0.8,1.8,"SAND",74.6,0.8,24.6,"LOAMY SAND",24.7521628,-16.5560567,21.6083331108093,736,0
136,"id_69",0.68,0.52,1.6,1.81,32.8,28.25,93.6,2.4,4,"SAND",93.6,2.4,4,"SAND",24.7102676,-17.4277763,22.7583335240682,636,0
137,"id_104",0.48,0.32,1.7,1.79,25.1,17.18,93.6,3.2,3.2,"SAND",93.6,3.2,3.2,"SAND",24.6528798,-17.445598,22.7166665395101,636,0
138,"id_80",0.04,0.04,1.5,1.62,1.85,1.95,91.6,1.6,6.8,"SAND",91.6,3.6,4.8,"SAND",24.7812797,-17.4883085,22.9416666030884,631,0
139,"id_83",0.36,0.04,1.6,1.69,17.76,2.02,89.6,3.6,6.8,"SAND",93.6,1.6,4.8,"SAND",24.8120512,-17.4894238,22.9666665395101,629,0
140,"id_109",0.48,0.08,1.1,1.62,16.39,3.88,87.6,3.6,8.8,"SAND",87.6,3.6,8.8,"SAND",24.7999763,-17.4617551,22.8833335240682,631,0
141,"id_361",0.48,0.76,1,1.67,14.87,37.98,85.6,5.6,8.8,"LOAMY SAND",75.6,11.6,12.8,"SANDY LOAM",24.9544954,-17.3675487,23.3083335558573,641,1
142,"id_409",0.44,0.2,1.5,1.15,19.94,6.88,71.6,11.6,16.8,"SANDY LOAM",71.6,19.6,8.8,"SANDY LOAM",24.9389045,-17.4525617,23.524999777476,633,0
143,"id_413",1.84,1.84,1.2,1.09,63.86,60.15,65.6,11.6,22.8,"SANDY LOAM",63.6,13.6,22.8,"SANDY LOAM",24.9440473,-17.4013415,23.2500001589457,638,0
144,"id_422",0.16,0.12,1.7,1.86,8.04,6.69,89.6,3.6,6.8,"SAND",91.6,3.6,4.8,"SAND",24.9389366,-17.3923061,23.2416667938232,637,0
145,"id_425",0.56,0.4,1.7,1.89,28.11,22.67,79.6,7.6,12.8,"LOAMY SAND",87.6,7.6,4.8,"LOAMY SAND",24.9284327,-17.3997935,23.2166668574015,638,0
146,"id_427",3.4,1.28,0.8,1.3,85.26,50.02,57.6,19.6,22.8,"SANDY LOAM",77.6,13.6,8.8,"SANDY LOAM",24.9424896,-17.3787267,23.2750000953674,639,0
147,"id_432",2.76,1,1.2,1.3,102.31,38.88,73.6,11.6,14.8,"SANDY LOAM",81.6,17.6,0.8,"SANDY LOAM",24.9233248,-17.3987123,23.2083334922791,637,0
148,"id_442",0.4,0.24,1.4,1.36,16.98,9.77,75.6,9.6,14.8,"SANDY LOAM",71.6,15.6,12.8,"SANDY LOAM",24.9403915,-17.4211464,23.350000222524,637,3
149,"id_66",0.36,0.28,1.6,1.72,17.22,14.49,86.4,3.6,10,"LOAMY SAND",90.4,0,9.6,"SAND",24.7895033,-17.4499321,22.8250002861023,633,3
150,"id_84",0.24,0.04,1.5,1.58,10.91,1.9,84.4,1.6,14,"LOAMY SAND",86.4,3.6,10,"LOAMY SAND",24.651555,-17.3385529,22.3416666984558,654,2
151,"id_91",0.32,0.04,1.6,1.78,15.6,2.14,84.4,1.6,14,"LOAMY SAND",88.4,1.6,10,"SAND",24.7860203,-17.4374106,22.8166669209798,634,4
152,"id_95",0.36,0.28,1.7,1.47,17.86,12.35,90.4,1.6,8,"SAND",92.4,0,7.6,"SAND",24.7229061,-17.4363535,22.7833336194356,636,0
153,"id_97",0.12,0.08,2,1.95,7.13,4.67,92.4,1.6,6,"SAND",90.4,0,9.6,"SAND",24.7029195,-17.4183668,22.7333334287008,637,0
154,"id_101",0.12,0.04,1.6,1.81,5.75,2.18,86.4,1.6,12,"SAND",88.4,3.6,8,"SAND",24.6517669,-17.3883208,22.4999998410543,647,0
155,"id_416",0.04,0.04,1.6,1.75,1.95,2.1,88.4,1.6,10,"SAND",88.4,1.6,10,"SAND",24.7944116,-17.4169483,22.8166669209798,635,1
156,"id_419",0.92,0.4,1.4,1.56,39.86,18.76,91.2,4,4.8,"SAND",83.2,6,10.8,"LOAMY SAND",24.8726337,-17.4340347,23.1333333651225,634,0
157,"id_421",0.32,0.12,1.4,1.85,13.92,6.68,93.2,2,4.8,"SAND",95.2,2,2.8,"SAND",24.8864359,-17.3710373,23.0916665395101,641,0
158,"id_423",0.6,0.24,1.7,1.7,30.15,12.22,83.2,6,10.8,"LOAMY SAND",91.2,4,4.8,"SAND",24.8490789,-17.4166835,22.9999998410543,636,0
159,"id_428",0.32,0.16,1.5,1.5,14.48,7.18,95.2,2,2.8,"SAND",95.2,4,0.8,"SAND",24.8847829,-17.3876212,23.0999999046326,645,0
160,"id_433",0.72,0.24,1.8,1.47,38.23,10.6,91.2,4,4.8,"SAND",93.2,2,4.8,"SAND",24.8802867,-17.3991922,23.0916665395101,643,1
161,"id_435",1.12,0.88,1.3,1.53,44.05,40.28,81.2,6,12.8,"LOAMY SAND",81.2,8,10.8,"LOAMY SAND",24.871671,-17.4311713,23.125,636,0
162,"id_437",0.64,0.28,1.7,1.44,31.99,12.09,81.2,8,10.8,"LOAMY SAND",87.2,8,4.8,"LOAMY SAND",24.8693079,-17.4810419,23.125,629,0
163,"id_440",0.92,0.28,1.5,1.45,41.8,12.18,91.2,4,4.8,"SAND",89.2,6,4.8,"SAND",24.8433757,-17.3696279,22.9333333969116,643,0
164,"id_6",0.36,0.2,1.4,1.63,15.62,9.8,87.6,7.2,5.2,"LOAMY SAND",85.6,9.2,5.2,"LOAMY SAND",24.6213082,-17.1747869,22.1166667938232,671,7
165,"id_10",0.28,0.32,1.5,1.71,12.98,16.41,89.6,5.2,5.2,"SAND",89.6,9.2,1.2,"LOAMY SAND",24.4814531,-17.2797137,21.9083329836528,664,4
166,"id_40",0.2,0.32,1.5,1.72,9.24,16.52,76,10,14,"SANDY LOAM",78,14,8,"SANDY LOAM",24.630853,-17.3084272,22.2083331743876,658,0
167,"id_47",0.28,0.32,1.4,1.57,11.91,15.08,78,12,10,"SANDY LOAM",80,10,10,"SANDY LOAM",24.6525288,-17.1957817,22.2416666348775,663,1
168,"id_50",0.36,0.24,1.5,1.41,15.98,10.14,76,10,14,"SANDY LOAM",80,10,10,"SANDY LOAM",24.6129385,-17.1711752,22.1083334287008,670,9
169,"id_54",0.24,0.08,1.2,1.65,8.39,3.95,84,8,8,"LOAMY SAND",80,6,14,"LOAMY SAND",24.5820313,-17.1884128,22.0916666984558,669,1
170,"id_63",0.24,0.32,1.4,1.63,10.35,15.63,80,12,8,"SANDY LOAM",82,10,8,"LOAMY SAND",24.5176059,-17.2461311,21.9749997456868,666,2
171,"id_78",0.2,0.08,1.4,1.5,8.63,3.59,80,8,12,"LOAMY SAND",76,12,12,"SANDY LOAM",24.7056573,-17.1690771,22.2833331425985,666,0
172,"id_90",0.32,0.24,1.6,1.46,14.9,10.52,74,12,14,"SANDY LOAM",72,14,14,"SANDY LOAM",24.6455478,-17.2748692,22.3166669209798,656,0
173,"id_96",0.16,0.16,1.5,1.65,7.04,7.92,78,10,12,"SANDY LOAM",76,12,12,"SANDY LOAM",24.6340861,-17.2919626,22.266666730245,655,0
174,"id_98",0.04,0,1.8,1.73,2.21,0,80,10,10,"SANDY LOAM",78,12,10,"SANDY LOAM",24.6236749,-17.2929721,22.2416666348775,654,0
175,"id_99",0.12,0.04,1.4,1.57,5.18,1.88,80,12,8,"SANDY LOAM",78,14,8,"SANDY LOAM",24.7130598,-17.238909,22.3333333333333,657,1
176,"id_1",0.12,0.16,1.5,1.4,5.5,6.7,80,12,8,"SANDY LOAM",80,10,10,"SANDY LOAM",24.4232056,-17.2292979,21.8499995867411,669,3
177,"id_3",0.2,0.36,1.4,1.65,8.28,17.87,96,2,2,"SAND",96,2,2,"SAND",24.4487137,-17.1361177,21.8999999364217,680,8
178,"id_4",0.4,0.16,1.5,1.44,18.38,6.93,80,12,8,"SANDY LOAM",76,14,10,"SANDY LOAM",24.4324458,-17.1550848,21.8916665712992,680,4
179,"id_5",0.28,0.16,1.4,1.54,12.03,7.38,84,10,6,"LOAMY SAND",82,8,10,"LOAMY SAND",24.4409394,-17.2682772,21.8249998092651,665,5
180,"id_8",0.08,0.16,1.5,1.75,3.67,8.38,86,8,6,"LOAMY SAND",84,8,8,"LOAMY SAND",24.4149695,-17.1890626,21.8666664759318,675,5
181,"id_9",0.24,0.16,1.4,1.68,10.37,8.06,84,6,10,"LOAMY SAND",84,8,8,"LOAMY SAND",24.402105,-17.1554667,21.8833332061768,679,5
182,"id_15",0.24,0.04,1.6,1.54,11.69,1.84,86,6,8,"LOAMY SAND",88,4,8,"SAND",24.4194223,-17.229107,21.8499995867411,669,5
183,"id_19",0.24,0.08,1.4,1.4,9.93,3.35,86,6,8,"LOAMY SAND",92,6,2,"SAND",24.4172256,-17.1875218,21.8749998410543,675,6
184,"id_21",0.04,0.16,1.2,1.39,1.4,6.69,76,12,12,"SANDY LOAM",80,12,8,"SANDY LOAM",24.42248,-17.1392233,21.8749998410543,683,3
185,"id_23",0.48,0.28,1.5,1.37,21.63,11.49,74,12,14,"SANDY LOAM",78,10,12,"SANDY LOAM",24.3525765,-17.2281849,21.7500000794729,669,1
186,"id_24",0.2,0.28,1.5,1.52,9.09,12.78,84,6,10,"LOAMY SAND",84,6,10,"LOAMY SAND",24.3671327,-17.2180087,21.7500000794729,673,6
187,"id_27",0.04,0.12,1.5,1.57,1.83,5.66,91.2,4.4,4.4,"SAND",91.2,6.4,2.4,"SAND",24.3481295,-17.2267447,21.8083332379659,666,0
188,"id_32",0.24,0.04,1.5,1.69,10.73,2.03,89.2,4.4,6.4,"SAND",87.2,8.4,4.4,"LOAMY SAND",24.447374,-17.1417608,21.8916665712992,681,10
189,"id_53",0.16,0.16,1.7,1.85,8.06,8.87,89.2,4.4,6.4,"SAND",89.2,6.4,4.4,"SAND",24.3494346,-17.1880191,21.766666730245,669,6
190,"id_55",0.28,0.08,1.7,1.75,14.31,4.19,87.2,6.4,6.4,"LOAMY SAND",89.2,6.4,4.4,"SAND",24.4270524,-17.2202452,21.8916662534078,670,1
191,"id_17",0.24,0.28,1.4,1.35,10.41,11.31,87.2,6.4,6.4,"LOAMY SAND",85.2,8.4,6.4,"LOAMY SAND",24.5937751,-17.1508206,22.0833333333333,674,6
192,"id_22",0.6,0,1.4,1.5,25.43,0,86.4,1.6,12,"SAND",88.4,0,11.6,"SAND",24.5207913,-17.1747539,22.016666730245,667,0
193,"id_26",0.04,0.04,1.7,1.39,2.01,1.67,90.4,1.6,8,"SAND",88.4,1.6,10,"SAND",24.5990855,-17.1606797,22.0583332379659,672,5
194,"id_36",0.44,0.28,1.5,1.31,19.23,10.99,86.4,5.6,8,"LOAMY SAND",82.4,7.6,10,"LOAMY SAND",24.57144,-17.1483455,22.0166665712992,675,7
195,"id_46",0.12,0.08,1.5,1.62,5.33,3.89,86.4,3.6,10,"LOAMY SAND",88.4,1.6,10,"SAND",24.4985294,-17.1595996,21.8249998092651,676,1
196,"id_49",0.48,0.32,1.4,1.49,20.27,14.27,86.4,3.6,10,"LOAMY SAND",90.4,0,9.6,"SAND",24.4986151,-17.2179359,21.9583331743876,670,8
197,"id_33",0.32,0.24,1.5,1.63,14.47,11.74,90.8,4,5.2,"SAND",94.8,5,0.2,"SAND",24.655263,-17.0965724,22.1583334604899,674,1
198,"id_310",0.32,0.2,1.7,1.88,16.67,11.26,92.8,4,3.2,"SAND",94.8,5,0.2,"SAND",24.7954884,-16.9722448,22.0833334922791,705,0
199,"id_313",0.52,0.36,1.5,1.6,22.88,17.24,92.8,5,2.2,"SAND",92.8,4,3.2,"SAND",24.6570032,-17.0338054,22.0083332061768,687,0
200,"id_315",1.84,0.56,1.3,1.55,71.43,26.11,82.8,6,11.2,"LOAMY SAND",86.8,7,6.2,"LOAMY SAND",24.686675,-16.9864183,22.0500000317891,689,0
201,"id_318",0.48,0.28,1.5,1.51,22.01,12.71,92.8,5,2.2,"SAND",92.8,6,1.2,"SAND",24.8084525,-16.9458914,22.0416668256124,706,4
202,"id_320",0.36,0.2,1.5,1.59,15.94,9.56,92.8,4,3.2,"SAND",94.8,4,1.2,"SAND",24.8056592,-16.9530626,22.0999995867411,698,0
203,"id_321",0.6,0.24,1.7,1.76,29.73,12.64,92.8,4,3.2,"SAND",92.8,4,3.2,"SAND",24.7897277,-16.926105,21.9666666984558,703,6
204,"id_324",0.12,0.28,1.5,1.48,5.34,12.47,92.8,4,3.2,"SAND",94.8,4,1.2,"SAND",24.6733271,-17.0873766,22.1416668891907,678,5
205,"id_327",0.6,0.32,1.6,1.63,28.71,15.64,92.8,4,3.2,"SAND",92.8,4,3.2,"SAND",24.6458415,-17.0019493,21.8916668891907,688,6
206,"id_330",0.76,0.16,1.5,1.71,34.68,8.22,92.8,4,3.2,"SAND",92.8,5,2.2,"SAND",24.7460761,-17.018021,22.0666669209798,688,1
207,"id_333",0.28,0.4,1.5,1.57,12.51,18.81,94.4,2,3.6,"SAND",92.4,3,4.6,"SAND",24.6723314,-17.0860058,22.1416668891907,678,5
208,"id_334",0.32,0.4,1.5,1.58,14.39,18.96,94.4,2,3.6,"SAND",94.4,2,3.6,"SAND",24.66867,-16.9906413,21.9166665077209,695,1
209,"id_337",0.44,0.28,1.6,1.71,21.39,14.36,94.4,2,3.6,"SAND",92.4,2,5.6,"SAND",24.7898234,-16.9350571,22.0166668891907,702,2
210,"id_341",0.4,0.32,1.6,1.48,19.27,14.19,90.4,2,7.6,"SAND",90.4,2,7.6,"SAND",24.6857073,-17.056354,22.1333336830139,681,6
211,"id_342",0.36,0.36,1.8,2,19.02,21.65,92.4,1,6.6,"SAND",92.4,2,5.6,"SAND",24.7473337,-16.9665277,22.0083333651225,697,7
212,"id_343",0.88,0.48,1.8,1.91,47.28,27.47,88.4,3,8.6,"SAND",88.4,3,8.6,"SAND",24.7782569,-17.0324851,22.1666665077209,683,9
213,"id_529",0.48,0.12,1.7,1.9,25.02,6.84,92.4,1,6.6,"SAND",92.4,2,5.6,"SAND",24.7656178,-16.756676,21.7166666984558,721,1
214,"id_591",0.32,0.2,1.8,1.85,16.82,11.11,94.4,1,4.6,"SAND",94.4,1,4.6,"SAND",24.7014139,-16.8179374,21.875,715,5
215,"id_592",1.08,0.28,1.2,1.86,37.38,15.65,92.4,1,6.6,"SAND",94.4,1,4.6,"SAND",24.7192919,-16.8479041,21.983333269755,706,1
216,"id_602",1.32,0.08,1.2,1.81,46.8,4.35,86.4,1,12.6,"SAND",94.4,2,3.6,"SAND",24.7024955,-16.9378273,22.108333269755,693,2
217,"id_608",0.4,0.28,1.7,1.94,20.78,16.28,96,0.8,3.2,"SAND",92,0.8,7.2,"SAND",24.6889073,-16.8157263,21.875,714,6
218,"id_630",0.6,0.84,1.8,1.99,32.06,50.11,94,0.8,5.2,"SAND",92,0.8,7.2,"SAND",24.7300941,-16.8576717,22.016666730245,705,6
219,"id_11",0.6,0.64,1.5,1.69,27.12,32.45,87.2,6,6.8,"LOAMY SAND",89.2,8,2.8,"SAND",24.7397228,-17.1056725,22.3500000635783,672,5
220,"id_41",0.32,0.2,1.7,1.74,15.98,10.45,95.2,2,2.8,"SAND",97.2,2,0.8,"SAND",24.7554803,-17.1083189,22.3583334287008,673,1
221,"id_71",0.4,0.28,1.6,1.69,18.62,14.21,95.2,2,2.8,"SAND",97.2,2,0.8,"SAND",24.757784,-17.1952878,22.4000000953674,663,6
222,"id_72",0.2,0.24,1.8,1.69,10.99,12.18,91.2,4,4.8,"SAND",91.2,6,2.8,"SAND",24.7496919,-17.1530135,22.3666667938232,667,5
223,"id_76",0.44,0.44,1.7,1.69,22.05,22.24,93.2,2,4.8,"SAND",91.2,6,2.8,"SAND",24.7408295,-17.1429464,22.3333333333333,666,4
224,"id_82",0.56,0.48,1.4,1.59,23.82,22.86,87.2,6,6.8,"LOAMY SAND",91.2,4,4.8,"SAND",24.7560169,-17.1914851,22.4083334604899,664,2
225,"id_87",0.32,0.2,1.3,1.63,12.94,9.77,83.2,8,8.8,"LOAMY SAND",87.2,10,2.8,"LOAMY SAND",24.7944336,-17.1896919,22.4833334287008,661,0
226,"id_103",0.24,0.24,1.6,1.88,11.63,13.56,95.2,2,2.8,"SAND",93.2,2,4.8,"SAND",24.8126393,-17.2205451,22.4916666348775,657,0
227,"id_106",0.28,4.04,1.5,1.65,12.63,200.59,87.2,6,6.8,"LOAMY SAND",89.2,8,2.8,"SAND",24.8115011,-17.2045621,22.4750000635783,660,0
228,"id_265",0.44,0.4,1.6,1.59,20.48,19.13,87.6,3.6,8.8,"SAND",85.6,7.6,6.8,"LOAMY SAND",24.786102,-17.1514642,22.4499999682109,666,0
229,"id_282",0.44,0.48,1.9,1.87,25.44,26.88,91.6,1.6,6.8,"SAND",89.6,5.6,4.8,"SAND",24.7734383,-17.1401343,22.4083333015442,665,5
230,"id_283",0.4,0.52,1.6,1.55,18.85,24.2,83.6,5.6,10.8,"LOAMY SAND",85.6,9.6,4.8,"LOAMY SAND",24.8183021,-17.1507783,22.475000222524,666,1
231,"id_293",0.72,0.68,1.5,1.41,31.39,28.78,85.6,5.6,8.8,"LOAMY SAND",87.6,5.6,6.8,"LOAMY SAND",24.7316634,-17.1078914,22.3250001271566,670,6
232,"id_434",0.64,0.76,1.5,1.41,27.9,32.17,83.6,5.6,10.8,"LOAMY SAND",83.6,11.6,4.8,"LOAMY SAND",24.8375352,-17.2347259,22.616666952769,657,3
233,"id_351",2.96,2.04,1.8,1.45,162.47,88.76,52.8,23.6,23.6,"SANDY CLAY LOAM",58.8,33.6,7.6,"SANDY CLAY LOAM",24.9547794,-17.3140413,23.1750001907349,647,1
234,"id_355",1.12,0.44,1.4,1.43,45.63,18.89,84.8,5.6,9.6,"LOAMY SAND",82.8,7.6,9.6,"LOAMY SAND",24.9531834,-17.3065867,23.1583334604899,649,0
235,"id_368",2.96,1.64,1,1.34,88.62,65.82,56.8,21.6,21.6,"SANDY CLAY LOAM",48.8,7.6,43.6,"LOAM",25.045915,-17.2841367,23.3333333333333,672,0
236,"id_371",0.68,0.16,1.7,1.52,35.54,7.31,80.8,9.6,9.6,"LOAMY SAND",78.8,11.6,9.6,"SANDY LOAM",24.9735661,-17.2792252,23.2166666984558,651,3
237,"id_418",0.4,0.24,1.6,1.41,19.57,10.16,88.8,5.6,5.6,"SAND",90.8,5.6,3.6,"SAND",24.8924426,-17.2701957,22.9583333333333,653,0
238,"id_426",0.32,0.44,1.7,1.72,16.23,22.75,90.8,3.6,5.6,"SAND",88.8,3.6,7.6,"SAND",24.8798545,-17.2927592,22.9583333333333,650,0
239,"id_438",0.4,0.2,1.6,1.72,19.22,10.33,90.8,3.6,5.6,"SAND",90.8,3.6,5.6,"SAND",24.8831416,-17.2669255,22.8749998410543,654,1
240,"id_81",0.2,0.36,1.4,1.08,8.54,11.72,81.2,8.4,10.4,"LOAMY SAND",79.2,8.4,12.4,"LOAMY SAND",24.7952297,-17.2906942,22.6333335240682,652,8
241,"id_85",0.28,0.04,1.3,1.46,11.26,1.75,83.2,8.4,8.4,"LOAMY SAND",81.2,12.4,6.4,"SANDY LOAM",24.71469,-17.3038405,22.4916666348775,654,1
242,"id_88",0.56,0.08,1.3,1.54,21.38,3.7,83.2,8.4,8.4,"LOAMY SAND",89.2,4.4,6.4,"SAND",24.7003215,-17.2841872,22.4416664441427,655,0
243,"id_92",0.16,0.32,1.5,1.34,7.34,12.91,87.2,6.4,6.4,"LOAMY SAND",85.2,6.4,8.4,"LOAMY SAND",24.771931,-17.3175636,22.6250001589457,649,0
244,"id_93",0.12,0.04,1.7,1.65,5.99,1.98,87.2,4.4,8.4,"LOAMY SAND",87.2,4.4,8.4,"LOAMY SAND",24.7399767,-17.3061033,22.5583333969116,650,0
245,"id_94",0.64,0.28,1.5,1.41,28.41,11.81,81.2,8.4,10.4,"LOAMY SAND",83.2,10.4,6.4,"LOAMY SAND",24.7684786,-17.3011477,22.5750001271566,653,3
246,"id_105",0.56,0.32,1.5,1.69,25.21,16.24,83.2,8.4,8.4,"LOAMY SAND",83.2,12.4,4.4,"LOAMY SAND",24.7048008,-17.296632,22.4083333015442,657,1
247,"id_110",0.2,0.04,1.5,1.48,9.08,1.78,83.2,8.4,8.4,"LOAMY SAND",85.2,8.4,6.4,"LOAMY SAND",24.7204472,-17.2802715,22.4083333015442,655,0
248,"id_325",3.4,1.88,0.9,1.49,91.18,84.2,63.6,10.4,26,"SANDY LOAM",79.6,6.4,14,"LOAMY SAND",24.8038472,-16.9480115,22.0666664441427,700,2
249,"id_340",0.6,0.4,1.5,1.69,27.02,20.29,91.6,0.4,8,"SAND",89.6,2.4,8,"SAND",24.7543042,-16.8966007,21.8999999364217,706,1
250,"id_477",0.24,0.48,1.5,1.75,10.89,25.16,91.6,0.4,8,"SAND",87.6,0.4,12,"SAND",24.8844197,-16.8202674,21.8999999364217,708,0
251,"id_482",0.84,0.12,1.6,1.72,39.99,6.21,75.6,4.4,20,"LOAMY SAND",91.6,6.4,2,"SAND",24.8148012,-16.7430374,21.8166667620341,720,5
252,"id_490",1.88,1.2,1.6,1.72,90.98,61.95,77.6,6.4,16,"LOAMY SAND",91.6,6.4,2,"SAND",24.8887107,-16.8157546,21.8916665712992,711,0
253,"id_491",1.44,1.28,1.6,1.62,68.39,62.16,81.6,2.4,16,"LOAMY SAND",83.6,2.4,14,"LOAMY SAND",24.7947073,-16.9369842,22.0416668256124,700,2
254,"id_500",0.4,0.28,1.6,1.77,18.8,14.83,89.6,2.4,8,"SAND",89.6,10.4,0,"LOAMY SAND",24.8815194,-16.8223147,21.8166666030884,711,2
255,"id_507",3.52,3.12,1,1.61,107.19,150.71,71.6,2.4,26,"SANDY LOAM",71.6,2.4,26,"SANDY LOAM",24.9027969,-16.821193,21.9333333969116,705,3
256,"id_509",0.36,0.16,1.5,1.72,16.68,8.24,91.6,0.4,8,"SAND",89.6,0.4,10,"SAND",24.8525368,-16.8470249,21.8666666348775,713,0
